3750035,0
3702239,0
3682187,0
3649804,1
3718717,0
3661410,0
3758858,0
3705454,0
3729004,0
3664370,0
3755836,0
3724189,1
3711647,0
3659389,0
3673199,0
3651952,0
3749383,0
3714343,1
3696077,0
3718081,0
3695421,1
3703425,0
3665668,0
3748334,0
3717586,0
3640731,0
3710379,1
3734483,0
3669223,0
3702955,0
3662905,1
3718756,0
3750645,0
3741684,0
3677518,0
3687745,1
3746724,0
3669734,0
3671008,0
3745188,0
3750572,1
3670767,0
3758229,0
3744634,0
3710629,0
3742721,0
3640719,0
3695117,0
3691289,0
3688671,0
3671566,1
3681207,0
3688915,0
3690197,0
3680721,0
3647430,0
3706053,0
3714727,1
3656271,0
3683800,0
3686241,0
3715042,0
3711409,0
3746381,0
3757803,0
3688536,0
3694105,0
3677921,0
3725100,0
3721654,0
3710594,0
3717585,0
3724216,0
3688489,0
3642689,0
3753530,0
3656717,0
3739582,0
3758715,0
3654632,0
3690114,1
3647816,1
3671382,0
3736898,0
3730361,0
3694395,0
3743647,0
3691176,0
3673648,1
3722073,1
3720536,0
3659472,0
3710905,0
3642067,0
3660756,1
3662631,0
3662228,0
3678876,0
3640221,0
3688510,0
3704415,0
3718548,0
3695195,0
3697678,0
3705443,0
3757926,0
3725056,0
3663168,1
3693388,0
3666344,0
3677828,0
3736629,0
3688716,0
3753127,0
3690445,1
3700770,0
3690354,1
3738367,0
3755693,0
3725427,1
3715933,0
3667131,0
3680746,1
3698501,0
3715201,0
3738415,1
3718368,0
3747995,0
3739653,1
3728452,0
3703501,1
3708996,0
3750315,0
3698722,0
3666028,0
3741933,0
3722800,0
3737147,1
3726400,0
3745599,0
3676634,0
3758912,0
3715362,0
3664890,0
3668850,0
3639599,0
3686331,0
3687525,0
3710408,0
3698164,0
3709218,0
3643523,0
3716690,0
3734605,0
3660498,1
3682423,0
3751317,0
3687453,0
3719519,0
3712305,1
3737495,0
3723995,0
3667831,0
3648510,0
3718405,0
3693075,1
3756824,0
3665136,0
3659827,1
3714130,0
3675163,0
3726024,1
3728032,1
3701796,0
3678569,0
3716514,0
3641642,0
3705913,0
3739088,0
3664142,1
3728510,1
3735618,0
3713853,0
3743656,1
3647067,0
3736287,0
3660895,0
3718866,0
3726078,0
3708093,0
3644889,0
3757912,0
3718961,1
3696466,0
3666552,0
3744799,0
3670919,0
3715082,0
3715743,1
3714987,0
3640910,0
3710110,0
3728126,0
3744044,0
3691029,0
3703913,0
3698371,1
3649404,0
3642053,0
3652905,0
3642015,0
3742701,0
3733653,1
3758545,0
3645340,0
3703681,0
3680717,0
3717101,0
3671261,0
3739099,1
3758092,0
3735085,0
3666292,0
3672511,0
3740862,0
3753143,0
3727062,0
3687454,1
3699183,0
3731712,1
3754623,0
3642077,0
3683326,0
3757788,0
3685855,0
3723985,0
3711865,0
3646020,0
3703760,0
3717548,0
3664450,0
3712557,0
3653660,1
3752622,0
3724589,0
3681208,0
3748190,0
3680390,0
3653268,1
3719266,0
3743914,0
3699990,0
3721754,0
3641123,0
3642210,0
3725002,0
3736152,0
3655719,0
3639363,0
3655061,0
3651456,1
3719659,0
3718462,0
3745171,0
3738629,0
3676430,0
3708052,1
3671217,0
3715460,0
3698681,0
3754531,0
3666083,0
3680701,0
3704228,0
3656260,0
3685860,0
3717389,1
3677556,0
3713843,0
3639824,0
3652211,0
3729325,1
3753117,1
3644859,1
3728809,0
3713536,0
3701625,1
3644585,0
3699918,0
3664344,1
3661465,0
3653167,0
3655425,0
3659015,0
3648119,0
3714300,1
3643754,0
3647472,0
3750301,0
3742095,0
3725422,0
3744257,0
3753597,0
3652764,0
3699620,0
3642759,0
3743577,0
3713665,0
3715088,0
3649325,0
3679875,0
3644022,0
3710064,0
3649995,0
3754968,0
3740952,1
3725339,0
3654849,0
3730397,0
3641133,0
3707331,0
3747078,1
3690422,0
3751099,0
3663142,0
3669252,0
3683433,0
3692473,0
3655049,0
3690413,0
3678106,0
3681740,0
3698573,1
3702130,0
3752222,1
3679052,0
3686588,0
3662281,0
3743209,0
3676087,0
3650881,0
3731977,0
3735179,0
3699018,1
3691600,1
3704790,0
3708718,0
3690357,1
3728289,0
3653566,0
3759025,0
3665043,0
3699017,0
3663918,0
3699173,0
3712333,0
3696079,0
3689149,0
3687972,0
3720616,0
3707058,0
3705578,1
3682705,0
3664482,0
3677744,0
3723269,0
3697126,0
3688956,0
3723841,0
3718588,0
3650798,0
3678244,0
3723521,0
3709259,0
3692496,0
3704637,0
3698975,0
3713041,0
3649977,0
3735385,1
3716405,0
3647815,0
3743692,0
3647313,1
3690454,0
3677384,0
3719334,0
3652123,0
3740671,0
3714168,0
3734901,0
3725811,0
3649630,0
3669513,0
3687616,1
3659930,1
3672564,0
3666191,0
3709260,0
3730333,0
3752280,0
3650514,0
3749420,0
3698051,0
3729852,0
3703701,1
3676041,0
3735785,0
3735138,1
3646616,0
3712408,1
3701640,0
3685877,0
3757324,1
3736332,0
3717456,0
3654623,0
3697598,1
3655064,0
3672125,0
3683442,0
3660809,0
3673515,0
3667374,0
3667826,1
3735271,0
3649684,0
3751840,0
3690348,0
3740715,0
3706654,0
3654513,0
3641875,0
3745131,0
3720730,0
3724462,0
3696331,0
3739107,0
3679086,0
3673654,1
3732175,0
3714717,0
3683946,0
3724023,0
3727626,0
3675931,0
3731496,0
3646431,0
3656772,0
3703729,0
3643630,0
3661500,0
3681098,1
3688377,1
3746945,0
3746652,0
3747024,0
3725723,0
3732903,0
3686711,0
3710318,0
3714563,0
3732087,0
3723701,0
3691125,0
3705640,0
3749690,0
3657489,0
3669254,0
3738323,0
3680174,0
3735152,0
3666866,1
3720911,1
3665153,0
3693423,0
3707451,1
3642807,0
3651410,0
3697696,1
3703046,1
3752798,0
3688535,0
3717334,0
3735019,0
3709520,0
3641245,0
3661133,1
3751940,0
3685091,0
3665890,1
3674897,0
3711299,0
3718441,0
3734785,1
3749182,0
3748989,0
3639990,0
3674945,0
3700331,0
3695219,0
3719235,0
3715295,0
3745291,0
3701976,1
3658596,0
3671059,0
3744582,0
3720041,0
3747269,0
3726230,0
3756815,1
3735111,0
3721664,0
3660493,1
3707292,0
3679771,0
3668999,0
3750611,1
3640249,0
3707960,1
3658743,0
3737677,0
3731209,0
3716088,0
3705055,0
3721721,1
3713396,0
3707850,1
3696397,0
3671501,0
3749019,1
3717011,0
3673110,0
3705090,0
3680135,1
3661724,0
3648712,0
3689841,0
3751681,0
3672939,0
3738948,0
3684539,1
3711913,0
3668632,1
3641259,0
3721992,0
3739021,0
3694758,0
3737797,0
3696553,0
3686679,0
3668411,0
3661437,0
3738170,0
3685046,0
3714139,0
3647835,1
3726750,0
3730892,0
3668270,0
3718894,0
3655774,0
3718267,0
3756139,0
3691697,0
3718122,0
3656297,0
3679080,0
3688375,0
3683630,0
3673255,0
3724114,0
3662987,1
3683384,0
3662236,0
3681710,0
3672212,0
3719630,1
3686890,0
3680873,0
3728667,0
3688211,0
3678630,1
3689712,0
3703561,0
3712607,0
3698356,0
3706559,0
3706693,0
3722266,0
3649213,0
3663736,0
3702132,0
3748293,1
3696705,0
3690582,0
3687782,0
3680911,0
3676089,0
